profile_id,type_profil,age,sexe,serie_ou_filiere,competences_clefs,objectif_ou_metier,filiere_associee,score_adéquation_global
STD_2026_0001,Étudiant,21,M,A1,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Biologiste industriel,IAA,50.94
PRO_2026_0222,Professionnel,49,F,EMP,Gestion de projet Agile/PMP; Étude d'impact économique; Gestion de projet; Leadership,Chef de Projet,EMP,86.13
PRO_2026_0223,Professionnel,23,F,FIC,Gestion de trésorerie; Comptabilité générale & analytique; Gestion de projet; Leadership,Comptable Senior,FIC,90.07
PRO_2026_0224,Professionnel,50,M,AEE,Agronomie; Zootechnie; Gestion de projet; Leadership,Conseiller agricole,AEE,83.55
PRO_2026_0225,Professionnel,38,F,IAA,Contrôle qualité HACCP; Biochimie alimentaire; Gestion de projet; Leadership,Conducteur de ligne de production,IAA,82.31
PRO_2026_0226,Professionnel,34,F,PIP,Normes GMP/BPF; Analyse en laboratoire; Gestion de projet; Leadership,Délégué médical,PIP,74.4
PRO_2026_0227,Professionnel,25,M,EMII,Automatisme PLC; CAO Mécanique; Gestion de projet; Leadership,Ingénieur Électromécanicien,EMII,96.86
PRO_2026_0228,Professionnel,24,F,GCA,Conduite de chantier BTP; Métré et devis; Gestion de projet; Leadership,Ingénieur Génie Civil,GCA,91.37
PRO_2026_0229,Professionnel,23,F,ICMP,Normes QHSE; Raffinage et extraction; Gestion de projet; Leadership,Géologue minier,ICMP,78.38
PRO_2026_0230,Professionnel,44,M,ESIIA,C/C++ embarqué; Signal & Traitement; Gestion de projet; Leadership,Concepteur Électronique,ESIIA,70.35
PRO_2026_0231,Professionnel,38,F,IGGLIA,SQL & Bases de données; Machine Learning; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,83.36
PRO_2026_0232,Professionnel,50,F,IMTICIA,Infographie & 3D; Développement Web/Mobile; Gestion de projet; Leadership,Concepteur Multimédia,IMTICIA,94.11
PRO_2026_0233,Professionnel,27,F,ISAIA,Python / R Data; Statistiques inférentielles; Gestion de projet; Leadership,Consultant Big Data,ISAIA,78.16
PRO_2026_0234,Professionnel,26,F,TEE,Gestion de projets durables; Ingénierie touristique; Gestion de projet; Leadership,Responsable Parc Naturel,TEE,97.29
PRO_2026_0235,Professionnel,29,M,TEH,Yield Management; Gestion événementielle; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,93.09
PRO_2026_0236,Professionnel,47,F,CAA,Analyse Marché; Marketing Digital; Gestion de projet; Leadership,Responsable Commercial,CAA,94.29
PRO_2026_0237,Professionnel,38,M,DTJA,Rédaction juridique; Droit des contrats; Gestion de projet; Leadership,Assistant Juridique,DTJA,85.11
PRO_2026_0238,Professionnel,39,M,EMP,Gestion de projet Agile/PMP; Étude d'impact économique; Gestion de projet; Leadership,Analyste Économique,EMP,71.69
PRO_2026_0239,Professionnel,35,M,FIC,Contrôle de gestion; Audit financier; Gestion de projet; Leadership,Comptable Senior,FIC,77.41
PRO_2026_0240,Professionnel,41,F,AEE,Analyse des sols; Zootechnie; Gestion de projet; Leadership,Conseiller agricole,AEE,92.18
PRO_2026_0241,Professionnel,37,M,IAA,Biochimie alimentaire; Process agroalimentaires; Gestion de projet; Leadership,Ingénieur Agroalimentaire,IAA,97.92
PRO_2026_0242,Professionnel,48,M,PIP,Normes GMP/BPF; Analyse en laboratoire; Gestion de projet; Leadership,Assistant de recherche galénique,PIP,82.3
PRO_2026_0243,Professionnel,40,F,EMII,Électrotechnique; Automatisme PLC; Gestion de projet; Leadership,Automaticien,EMII,77.04
PRO_2026_0244,Professionnel,26,M,GCA,AutoCAD/Revit; Métré et devis; Gestion de projet; Leadership,Conducteur de travaux,GCA,77.97
PRO_2026_0245,Professionnel,47,M,ICMP,Raffinage et extraction; Géologie minière; Gestion de projet; Leadership,Géologue minier,ICMP,74.49
PRO_2026_0246,Professionnel,44,M,ESIIA,Électronique numérique; Microcontrôleurs IoT; Gestion de projet; Leadership,Ingénieur Robotique,ESIIA,85.85
PRO_2026_0247,Professionnel,39,F,IGGLIA,Génie Logiciel & Java/Web; Algorithmique & Python; Gestion de projet; Leadership,Développeur Fullstack,IGGLIA,94.76
PRO_2026_0248,Professionnel,44,F,IMTICIA,Réseaux informatiques; Développement Web/Mobile; Gestion de projet; Leadership,Administrateur Réseaux & TIC,IMTICIA,81.21
PRO_2026_0249,Professionnel,41,M,ISAIA,PowerBI & Analytics; Machine Learning & Deep Learning; Gestion de projet; Leadership,Data Analyst,ISAIA,85.88
PRO_2026_0250,Professionnel,48,M,TEE,Guide & Médiation; Ingénierie touristique; Gestion de projet; Leadership,Guide Patrimoine,TEE,83.28
